stage_cd,route_cd,dsp_cd,van_type,station_cd,route_dt,cycle_cd,loadout_tm,bags_tot,overflow_tot,packages_tot,commercial_packages_tot,bag_line_no,bag_sort_zn,bag_id,bag_pkgs,overflow_line_no,overflow_sort_zn,overflow_pkgs
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,8,G-17.4A,Navy 617,23,8,G-17.3B,2
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,9,G-17.3A,Yellow 366,22,9,G-17.1C,4
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,10,G-17.1B,Orange 196,17,10,G-17.2C,2
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,11,G-17.2B,Green 665,17,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,12,G-17.4B,Green 352,12,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,13,G-17.3B,Yellow 490,12,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,14,G-17.1C,Navy 521,26,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,15,G-17.2C,Green 774,28,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,16,G-17.4C,Black 277,12,,,
STG.B.12,CX25,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,17,18,341,14,17,G-17.3C,Green 087,27,,,
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,1,G-10.3E,Orange 384,20,1,G-10.3E,1
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,2,G-10.4E,Orange 934,11,2,G-10.4E,1
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,3,G-10.1G,Navy 164,17,3,G-10.2G,3
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,4,G-10.2G,Yellow 041,23,4,G-10.4G,2
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,5,G-10.4G,Navy 974,15,5,G-10.3G,2
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,6,G-10.3G,Black 207,21,6,G-13.1A,1
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,7,G-13.1A,Orange 908,21,7,G-13.2A,4
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,8,G-13.2A,Green 908,28,8,G-13.4A,2
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,9,G-13.4A,Yellow 466,21,9,G-13.2B,1
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,10,G-13.2B,Green 129,13,10,G-13.1B,5
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,11,G-13.1B,Orange 148,21,11,G-13.4B,1
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,12,G-13.3A,Green 395,20,12,G-13.1C,2
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,13,G-13.4B,Navy 146,15,13,G-13.2C,2
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,14,G-13.3B,Navy 787,21,,,
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,15,G-13.1C,Yellow 345,14,,,
STG.B.13,CX28,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,16,27,334,2,16,G-13.2C,Navy 598,26,,,
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,1,G-10.1E,Orange 454,20,1,G-10.1E,3
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,2,G-10.2E,Black 584,15,2,G-10.2E,3
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,3,G-10.3D,Orange 781,15,3,G-10.3D,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,4,G-10.4D,Orange 438,18,4,G-10.4D,4
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,5,G-10.2D,Navy 880,12,5,G-10.2D,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,6,G-10.1D,Orange 500,18,6,G-10.1D,3
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,7,G-10.3C,Navy 076,20,7,G-10.3C,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,8,G-10.4C,Yellow 529,6,8,G-10.4C,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,9,G-10.1A,Green 644,18,9,G-10.1A,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,10,G-9.3G,Yellow 272,11,10,G-9.3G,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,11,G-10.4A,Black 691,11,11,G-10.4A,2
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,12,G-10.2A,Orange 486,20,12,G-10.2A,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,13,G-10.3A,Black 585,12,13,G-10.3A,2
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,14,G-10.1B,Navy 542,28,14,G-10.1B,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,15,G-10.2B,Navy 332,20,15,G-10.2B,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,16,G-10.1C,Orange 877,16,16,G-10.3B,1
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,17,G-10.3B,Orange 205,15,17,G-10.4B,2
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,18,G-10.4B,Orange 461,13,18,G-10.2C,3
STG.B.4,CX29,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,32,343,8,19,G-10.2C,Black 898,23,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,1,G-9.4A,Black 894,13,1,G-9.4A,3
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,2,G-9.2A,Yellow 969,19,2,G-9.2A,2
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,3,G-9.1A,Navy 169,15,3,G-9.1A,2
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,4,G-6.3G,Black 217,21,4,G-6.3G,1
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,5,G-6.4G,Yellow 878,6,5,G-6.4G,2
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,7,G-6.1C,Navy 211,18,6,G-6.3C,1
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,8,G-6.2C,Navy 812,13,7,G-6.1D,3
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,9,G-6.4C,Navy 822,14,8,G-6.2D,1
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,10,G-6.3C,Black 319,22,9,G-6.1E,1
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,11,G-6.1D,Orange 268,20,10,G-6.2E,3
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,12,G-6.2D,Orange 618,22,11,G-6.3E,4
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,13,G-6.4D,Orange 165,14,12,G-6.1G,1
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,14,G-6.3D,Yellow 775,9,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,15,G-6.1E,Green 918,5,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,16,G-6.2E,Yellow 154,18,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,17,G-6.4E,Navy 921,19,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,18,G-6.3E,Navy 558,19,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,19,G-6.1G,Black 589,11,,,
STG.B.3,CX31,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,24,330,24,21,G-6.2G,Black 922,11,,,
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,1,G-5.4D,Green 790,10,1,G-5.3D,2
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,2,G-5.3D,Navy 457,14,2,G-5.1E,2
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,3,G-5.1E,Green 676,20,3,G-6.3B,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,4,G-5.2E,Orange 262,20,4,G-6.4B,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,5,G-6.3B,Navy 082,19,5,G-6.2B,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,6,G-6.4B,Orange 510,15,6,G-6.3A,3
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,7,G-6.2B,Black 616,14,7,G-6.4A,2
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,8,G-6.1B,Navy 974,14,8,G-5.4E,2
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,9,G-6.3A,Black 871,25,9,G-5.1G,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,10,G-6.4A,Green 899,9,10,G-5.4G,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,12,G-5.4E,Navy 284,25,11,G-5.3G,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,13,G-5.3E,Navy 394,28,12,G-6.1A,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,14,G-5.1G,Navy 946,19,13,G-6.2A,1
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,15,G-5.2G,Orange 620,22,,,
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,16,G-5.4G,Green 156,15,,,
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,17,G-5.3G,Orange 467,16,,,
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,18,G-6.1A,Yellow 722,18,,,
STG.B.1,CX32,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,355,20,19,G-6.2A,Orange 678,24,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,1,G-2.2E,Yellow 288,24,1,G-2.1G,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,2,G-2.1G,Orange 519,27,2,G-2.2G,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,3,G-2.2G,Green 790,26,3,G-2.4E,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,4,G-2.4E,Navy 508,24,4,G-5.2A,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,5,G-2.3E,Black 794,24,5,G-5.1C,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,6,G-2.4G,Yellow 072,24,6,G-5.4C,2
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,7,G-2.3G,Yellow 580,16,7,G-5.3C,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,8,G-5.1A,Green 696,15,8,G-5.1D,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,9,G-5.2A,Yellow 403,12,9,G-5.1B,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,10,G-5.4B,Yellow 410,16,10,G-5.3A,1
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,11,G-5.3B,Navy 089,14,11,G-5.4A,4
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,12,G-5.1C,Green 241,10,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,13,G-5.2C,Black 182,17,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,14,G-5.4C,Orange 600,18,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,15,G-5.3C,Yellow 881,15,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,16,G-5.1D,Orange 928,20,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,17,G-5.2D,Navy 928,15,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,18,G-5.2B,Orange 084,8,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,19,G-5.1B,Yellow 468,13,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,20,G-5.3A,Green 177,17,,,
STG.B.9,CX33,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,21,15,382,12,21,G-5.4A,Navy 488,12,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,1,G-2.1E,Orange 349,15,1,G-2.1E,2
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,2,G-2.3D,Green 314,27,2,G-2.3D,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,3,G-2.4D,Black 173,23,3,G-2.4D,2
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,4,G-2.2D,Black 070,25,4,G-2.2D,3
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,5,G-2.1D,Black 740,14,5,G-2.1D,2
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,6,G-1.4G,Yellow 315,10,6,G-1.3G,2
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,7,G-1.3G,Navy 886,19,7,G-2.4B,2
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,8,G-2.3C,Black 654,18,8,G-2.2B,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,9,G-2.4C,Navy 921,9,9,G-2.3A,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,10,G-2.2C,Green 955,17,10,G-2.4A,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,11,G-2.1C,Navy 802,20,11,G-2.2A,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,12,G-2.3B,Navy 273,17,12,G-2.1A,1
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,13,G-2.4B,Navy 488,23,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,14,G-2.2B,Orange 564,18,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,15,G-2.1B,Green 228,20,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,16,G-2.3A,Yellow 892,21,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,17,G-2.4A,Orange 447,16,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,18,G-2.2A,Navy 560,11,,,
STG.B.2,CX34,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,19,19,358,11,19,G-2.1A,Green 747,16,,,
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,1,G-27.1E,Green 178,20,1,G-27.1E,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,2,G-27.2E,Yellow 182,14,2,G-27.2E,5
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,4,G-27.4E,Black 331,8,3,G-27.3E,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,5,G-27.3E,Orange 754,21,4,G-28.3B,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,6,G-28.3B,Yellow 471,14,5,G-28.2C,2
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,7,G-28.2C,Navy 441,15,6,G-28.3C,2
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,8,G-28.4C,Yellow 997,5,7,G-28.1C,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,9,G-28.3C,Yellow 368,16,8,G-28.2B,3
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,10,G-28.1C,Green 541,18,9,G-28.3A,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,11,G-28.4B,Yellow 300,18,10,G-27.1G,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,12,G-28.1B,Black 019,10,11,G-27.2G,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,13,G-28.2B,Orange 568,11,12,G-27.4G,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,14,G-28.3A,Yellow 034,13,13,G-28.2A,1
STG.B.5,CX37,LDCD, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,10:50 AM,23,25,360,32,15,G-28.4A,Black 910,13,14,G-27.3D,4
