stage_cd,route_cd,dsp_cd,van_type,station_cd,route_dt,cycle_cd,loadout_tm,bags_tot,overflow_tot,packages_tot,commercial_packages_tot,bag_line_no,bag_sort_zn,bag_id,bag_pkgs,overflow_line_no,overflow_sort_zn,overflow_pkgs
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,1,D-1.2A,Navy 135,22,1,D-1.4B,3
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,2,D-1.3A,Orange 982,23,2,D-24.1C,4
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,3,D-1.4B,Yellow 171,9,3,D-24.2C,5
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,5,D-24.3B,Green 952,23,4,D-24.4D,1
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,6,D-24.4C,Green 320,13,5,D-24.1D,1
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,7,D-24.1C,Navy 413,18,6,D-24.2D,1
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,8,D-24.2C,Yellow 778,19,7,D-24.3D,1
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,10,D-24.4D,Navy 130,4,8,D-24.1E,3
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,12,D-24.3C,Yellow 135,3,9,D-24.2E,3
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,13,D-24.1D,Yellow 995,13,10,D-24.4G,1
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,14,D-24.2D,Black 906,11,11,D-24.3G,2
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,15,D-24.3D,Yellow 296,18,12,D-1.4A,2
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,16,D-24.4E,Navy 029,15,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,17,D-24.1E,Orange 902,24,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,18,D-24.2E,Navy 245,21,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,19,D-24.3E,Yellow 775,13,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,20,D-24.4G,Navy 654,15,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,21,D-24.1G,Orange 984,25,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,22,D-24.2G,Black 330,19,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,23,D-24.3G,Orange 766,14,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,24,D-1.4A,Navy 202,17,,,
STG.L.15,CX134,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,25,27,406,25,25,D-1.1A,Orange 445,8,,,
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,1,D-23.4A,Yellow 980,10,1,D-23.4A,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,2,D-20.3G,Yellow 333,18,2,D-20.3G,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,3,D-20.2G,Navy 706,26,3,D-20.2G,5
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,4,D-20.1G,Yellow 607,25,4,D-20.1G,5
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,5,D-20.4G,Green 267,9,5,D-20.4G,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,6,D-20.3E,Navy 518,6,6,D-20.3E,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,7,D-20.2E,Orange 531,22,7,D-20.2E,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,8,D-20.1E,Navy 828,19,8,D-20.1E,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,9,D-20.4E,Navy 002,7,9,D-20.4E,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,11,D-20.3D,Yellow 672,21,10,D-20.3D,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,12,D-20.2D,Navy 842,8,11,D-20.2D,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,14,D-20.1D,Black 181,18,12,D-20.4D,2
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,15,D-20.4D,Green 106,12,13,D-20.3C,2
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,16,D-20.3C,Yellow 955,10,14,D-20.2C,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,18,D-20.2C,Green 539,16,15,D-20.1C,1
STG.L.11,CX137,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,25,294,20,19,D-20.1C,Yellow 782,17,,,
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,1,D-19.3B,Yellow 332,18,1,D-19.2B,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,2,D-19.2B,Black 188,11,2,D-19.1B,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,4,D-19.1B,Black 827,11,3,D-19.4B,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,6,D-19.4B,Navy 328,14,4,D-19.3A,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,7,D-19.3A,Orange 719,17,5,D-19.2A,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,8,D-19.2A,Green 329,10,6,D-16.3G,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,10,D-19.1A,Orange 437,16,7,D-16.2G,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,11,D-19.4A,Black 128,21,8,D-16.1G,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,12,D-16.3G,Orange 920,13,9,D-16.4G,3
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,13,D-16.2G,Yellow 757,13,10,D-16.3E,3
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,14,D-16.1G,Navy 693,20,11,D-16.2E,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,15,D-16.4G,Navy 482,10,12,D-16.4E,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,16,D-16.3E,Navy 979,21,13,D-16.3D,2
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,17,D-16.2E,Green 007,29,14,D-16.2D,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,18,D-16.1E,Orange 938,14,15,D-16.1D,8
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,19,D-16.4E,Orange 417,17,16,D-16.4D,1
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,20,D-16.3D,Yellow 021,16,,,
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,21,D-16.2D,Orange 614,15,,,
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,22,D-16.1D,Black 025,20,,,
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,23,D-16.4D,Green 236,23,,,
STG.L.16,CX140,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,24,33,403,19,24,D-19.4C,Black 185,9,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,1,D-8.1C,Green 100,20,1,H-26.1G,2
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,2,H-26.1G,Navy 114,6,2,H-26.4E,3
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,4,H-26.2G,Orange 436,14,3,D-8.4C,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,5,H-26.4E,Green 237,13,4,D-8.3A,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,6,H-26.3E,Green 572,11,5,D-8.4B,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,7,D-8.4C,Orange 751,11,6,D-8.2B,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,8,D-8.3B,Orange 480,25,7,D-8.2A,2
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,9,D-8.3A,Yellow 304,24,8,D-8.1A,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,10,D-8.4B,Green 641,7,9,D-8.4A,3
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,11,D-8.1B,Yellow 525,13,10,D-7.3G,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,12,D-8.2B,Navy 542,19,11,D-7.2G,1
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,13,D-8.2A,Navy 258,24,12,H-26.4G,2
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,14,D-8.1A,Green 887,10,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,15,D-8.4A,Black 079,17,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,16,D-7.3G,Orange 687,20,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,17,D-7.2G,Navy 609,9,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,18,H-26.3G,Orange 549,10,,,
STG.L.12,CX147,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,19,19,290,21,19,H-26.4G,Black 019,12,,,
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,1,H-25.2E,Orange 288,22,1,H-25.2E,2
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,2,H-25.4E,Navy 360,16,2,H-25.4E,2
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,3,H-25.3C,Navy 136,8,3,H-25.3C,2
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,5,H-25.1D,Navy 368,13,4,H-25.1D,4
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,7,H-25.2D,Navy 372,4,5,H-25.4D,1
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,8,H-25.4D,Navy 772,7,6,H-25.3D,1
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,9,H-25.3D,Yellow 271,13,7,H-25.1E,1
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,10,H-25.1E,Green 196,12,8,H-25.4C,1
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,11,H-25.4C,Navy 832,8,9,H-25.2C,2
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,12,H-25.2C,Yellow 559,9,10,H-25.1C,1
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,13,H-25.1C,Yellow 172,21,11,H-25.3B,3
STG.L.7,CX150,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,14,20,195,39,14,H-25.3B,Yellow 908,21,,,
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,1,H-22.2D,Orange 798,17,1,H-22.2D,1
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,2,H-22.4D,Yellow 809,25,2,H-22.3B,1
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,3,H-22.1C,Green 646,6,3,H-22.2B,3
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,4,H-22.3B,Navy 432,20,4,H-22.4C,2
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,5,H-22.4B,Green 532,10,5,H-22.1D,1
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,6,H-22.2B,Navy 048,11,6,H-22.3D,3
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,7,H-22.2C,Navy 792,20,7,H-22.1E,1
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,8,H-22.4C,Yellow 407,8,,,
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,9,H-22.3C,Green 532,13,,,
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,10,H-22.1D,Orange 375,25,,,
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,11,H-22.3D,Orange 389,22,,,
STG.L.8,CX152,TDAL, Standard Parcel - Extra Large Van - US,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,12,220,16,12,H-22.1E,Yellow 125,31,,,
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,1,H-21.1E,Green 730,22,1,H-21.1E,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,2,H-21.3D,Black 674,18,2,H-21.4D,5
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,3,H-21.4D,Black 163,9,3,H-22.1B,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,4,H-22.1B,Black 001,18,4,H-22.3A,3
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,5,H-22.3A,Orange 449,17,5,H-22.2A,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,6,H-22.4A,Black 875,11,6,H-22.1A,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,7,H-22.2A,Yellow 818,17,7,H-21.2G,1
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,8,H-21.3G,Yellow 837,12,8,H-21.4G,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,9,H-22.1A,Yellow 760,10,9,H-21.1G,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,10,H-21.2G,Yellow 600,11,10,H-21.4E,1
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,11,H-21.4G,Black 299,13,11,H-21.2E,2
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,12,H-21.1G,Yellow 164,16,,,
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,13,H-21.3E,Navy 983,14,,,
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,14,H-21.4E,Yellow 003,8,,,
STG.L.3,CX153,TDAL, Standard Parcel - Custom Delivery Van 14ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,16,24,244,34,15,H-21.2E,Green 644,12,,,
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,1,H-14.1C,Orange 296,12,1,H-14.1C,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,2,H-14.3B,Black 648,9,2,H-14.3B,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,3,H-14.4B,Green 652,9,3,H-14.4B,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,4,H-14.2B,Green 758,17,4,H-14.1B,4
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,5,H-14.1B,Navy 320,22,5,H-14.3A,2
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,6,H-14.3A,Navy 675,8,6,H-14.4A,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,8,H-14.4A,Navy 997,24,7,H-13.3G,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,9,H-14.2A,Green 915,20,8,H-13.4G,2
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,10,H-14.1A,Green 265,13,9,H-13.2G,1
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,11,H-13.3G,Green 845,18,,,
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,12,H-13.4G,Green 169,16,,,
STG.L.4,CX160,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,13,14,212,9,13,H-13.2G,Orange 031,22,,,
STG.L.1,CX161,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,14,200,8,1,H-13.1G,Green 499,22,1,H-13.1G,2
STG.L.1,CX161,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,14,200,8,2,H-13.3E,Green 287,10,2,H-13.4E,1
STG.L.1,CX161,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,14,200,8,3,H-13.4E,Black 842,18,3,H-13.2E,2
STG.L.1,CX161,TDAL, Standard Parcel - Custom Delivery Van 16ft,DPP7,"THU, DEC 7, 2023",CYCLE_1,09:50 AM,12,14,200,8,4,H-13.2E,Orange 591,13,4,H-13.1E,2
